Project_ID,Update_Day,Planned_Cost,Planned_Labour,Planned_Material,Actual_Cost,Actual_Labour,Actual_Material,%Work_Completed,External_Delay,Internal_Delay,Delay_Label
PROJ_00212,2024-08-12,3387336722525.7046,327,1164090343275.8662,2381607464834.677,404,819395990160.4685,37.70906278501368,6,2,True
PROJ_00213,2024-11-09,502173332231.978,285,215511067626.1508,367288841249.6957,338,149083961984.70752,23.113097591631536,4,6,True
PROJ_00214,2025-08-15,2544713500206.715,410,1316964066451.693,3123942766294.146,486,1226797264267.5168,93.48220354982615,5,3,True
PROJ_00215,2025-07-24,26503769826.110977,322,9683048165.179993,39740342396.32659,374,14683447140.911793,83.82340531029485,1,2,False
PROJ_00216,2024-10-14,35966057418.78997,199,25088825405.342632,44732585272.930336,190,20287891527.64205,60.98221544707998,2,6,True
PROJ_00217,2024-12-19,101263954950.40181,442,38301205095.80111,80420664774.66133,415,22979977713.628723,34.494732365443625,4,7,True
PROJ_00218,2025-03-10,1192412329093.5547,92,473934976138.05383,856535204062.0319,77,333631992247.90765,34.09849393107694,3,5,True
PROJ_00219,2025-01-02,57007749575.80262,151,25690314124.464863,61408189350.89662,141,34507653988.49075,91.34243344005932,1,2,False
PROJ_00220,2024-01-29,123919519400.5957,292,40640939985.32318,99894486769.85165,260,19994778474.126305,0.5837345556904943,7,2,True
PROJ_00221,2024-06-07,2034869406009.9448,223,711702842223.6366,1448731449515.2166,202,497180172230.0905,48.57911855622914,5,3,True
PROJ_00222,2024-05-15,85941320802.80193,236,38626355812.96065,85807862789.28998,243,40212922505.90526,65.50849053763129,3,3,False
PROJ_00223,2023-12-02,407343092785.5882,458,211254426149.53607,477291698805.7135,545,196906635234.40726,61.855768005951404,7,1,True
PROJ_00224,2024-09-08,333310591053.16797,287,120540501494.33856,383644334255.31494,241,120236082215.56474,61.329117383398106,6,3,True
PROJ_00225,2023-10-19,2070460329313.7122,375,730171395903.6847,1466870523138.5989,412,521443518062.53534,13.896612740550617,5,2,False
PROJ_00226,2025-05-22,66580758050.34874,68,32575667643.877842,75097091634.92018,66,39414070481.520454,96.84735590130212,4,3,False
PROJ_00227,2025-04-17,1850979466169.5652,369,748273139890.0798,1294201386315.1875,462,509341802039.7659,43.749014693554486,7,2,True
PROJ_00228,2024-05-20,359057958865.0902,203,173303868810.28165,260499565532.44727,246,115666075798.64851,23.37568352487394,11,4,True
PROJ_00229,2025-05-22,231037993888.5055,13,118696023266.99213,309177598464.52057,11,135985326720.4707,50.135670536707735,5,6,True
PROJ_00230,2024-05-10,214094040797.97058,202,94919843508.88167,269268990197.1825,224,89563102445.96623,78.48536402485674,3,4,False
PROJ_00231,2023-10-05,623422325001.9683,39,350943974371.28564,458918148474.2577,35,248613804257.54834,13.066336491987908,7,2,True
PROJ_00232,2023-12-09,274864554812.75745,218,92044723513.97057,287202766026.41925,237,89233536300.99338,86.47293126786212,3,2,False
PROJ_00233,2025-09-21,116568717741.5549,313,64504855403.6074,83090679380.0016,338,46105138554.82513,36.41975084435508,1,1,False
PROJ_00234,2025-07-05,336796218915.96436,72,106785168522.62062,235403729914.7968,65,79890351060.12804,42.638188763042834,6,3,True
PROJ_00235,2023-11-27,324252961743.2062,302,164580539034.68973,231508469359.41235,267,122813644675.8976,48.56547381719104,4,5,True
PROJ_00236,2024-05-19,27720513031.652435,43,2686521051.83228,5066190635.9706955,37,6232842217.287937,64.14485289758761,5,5,True
PROJ_00237,2023-12-06,2678061313897.997,486,1595589201755.975,1854302276499.7302,497,1117808331117.645,2.891876583411138,3,6,True
PROJ_00238,2023-10-30,333741167921.5827,25,114132669386.46234,427614681632.8558,31,142025429880.52203,93.42610258894906,4,1,False
PROJ_00239,2024-08-31,59621206467.85664,115,39172989226.526665,86618519752.6803,143,52323518442.62974,60.20205133414015,3,2,False
PROJ_00240,2023-12-09,926657047972.742,234,431136029191.93726,981891693388.1243,273,451199694355.5278,74.78335954854367,2,2,False
PROJ_00241,2025-03-07,1058750539664.1505,433,346186144542.97174,748187861686.3472,424,259030112013.04465,2.766414996344313,11,2,True
PROJ_00242,2024-05-28,563776941692.8862,159,198993667416.94785,720424346094.3989,177,210741503706.66812,71.33128731920411,9,2,True
PROJ_00243,2024-07-09,1876445708777.6982,151,641512527054.2046,1313411811035.0957,145,444933943351.7772,12.709419356443718,8,1,True
PROJ_00244,2025-08-13,2413433012849.173,104,1015766596338.8896,2647050106658.073,134,1035489642841.6268,60.60649037565608,3,1,False
PROJ_00245,2025-02-06,1624274307818.1653,108,926870458303.5494,1134843045577.3657,100,648151332550.0632,46.335730714044516,7,3,True
PROJ_00246,2024-05-04,411050696303.4341,406,117260635541.7121,272876920098.03577,434,92008283470.90965,28.385007789736182,4,3,False
PROJ_00247,2025-04-02,1897912118566.0876,471,593155174845.0717,1321700716153.5347,590,422222567704.6498,29.603233552950893,6,4,True
PROJ_00248,2024-02-10,1471559281197.8455,149,609728464281.3809,1650003506459.2427,171,604598085056.4138,90.93789126917115,1,1,False
PROJ_00249,2025-05-04,50087503950.05298,314,30809590427.34701,58959363062.88254,260,33470270281.91605,30.724498177873876,7,1,True
PROJ_00250,2025-05-10,519871772114.22626,367,211604743448.87888,633514882130.3673,316,221167362368.17834,66.12136320810096,7,4,True
PROJ_00251,2025-01-24,704618061839.0227,436,360536713639.4235,485992045171.6002,413,251531048478.62134,21.503417016460975,2,1,False
PROJ_00252,2024-06-02,1229261469637.3677,386,514755290912.18115,850812450947.0007,468,358876026017.0835,29.53649700491705,3,3,False
PROJ_00253,2025-01-24,9862473744266.832,231,4019627432283.6553,6886818260098.829,288,2821570552610.6133,30.64877436296677,5,5,True
PROJ_00254,2024-11-17,727039812072.1897,432,420354816251.99896,481550565159.08813,540,296690625318.90076,8.65143253905364,5,1,False
PROJ_00255,2024-04-09,207055390733.75247,452,76737211225.24529,143968049130.05972,364,50780769316.60256,44.19849441035874,3,3,False
PROJ_00256,2024-01-02,285396089670.6877,233,103149653826.61308,329787085829.8663,195,92315836570.02191,62.7806927619424,2,4,False
PROJ_00257,2024-01-05,195666210238.80356,357,76350231953.89223,201182430393.9253,384,69121078632.33763,59.57224295120754,7,0,False
PROJ_00258,2025-08-02,140116547864.53198,336,36244452785.974304,116981555031.48401,297,39145380096.480835,4.4469060941016645,3,3,False
PROJ_00259,2024-12-12,350202299156.7034,434,124322364098.46794,234477669829.84186,359,86793606058.97435,5.9359724270809915,4,2,False
PROJ_00260,2024-09-24,159898753415.33197,489,54533551571.712456,116086679767.41794,434,30403509307.51735,33.53064742870932,5,2,False
PROJ_00261,2024-12-04,720721365030.9917,379,279077697564.57166,987462838099.3229,340,328272708136.7626,78.20979500992655,10,1,True
PROJ_00262,2024-11-21,1326106606700.0796,298,725646915706.0625,1364617980566.0889,386,691290703197.615,80.38784335470567,3,3,False
PROJ_00263,2025-01-18,89602313452.02768,55,18288808487.941353,111365996159.13478,50,33425013411.26103,72.88007202765027,4,5,True
PROJ_00264,2023-11-22,112565141444.88559,437,47276343235.97845,136069111146.38266,456,48231166489.89814,74.25991373619593,3,5,True
PROJ_00265,2025-08-17,161808407858.8478,410,72223205194.41846,87788164112.314,354,53276586179.43672,18.370956766705145,4,1,False
PROJ_00266,2025-07-28,96048768003.81505,353,40946776114.069176,114562996119.48897,314,47074477777.78136,89.65337159983025,1,8,True
PROJ_00267,2025-07-20,125367638103.5156,43,61715043766.0466,127540432301.72577,42,57510976106.18371,59.54840770855072,3,4,False
PROJ_00268,2024-01-06,1472304123516.4426,118,786518625633.6976,1663540872299.0164,146,716366234327.0529,93.24674204786675,1,8,True
PROJ_00269,2023-11-29,535403649788.23425,126,,561227954539.2878,133,186888777291.95322,90.38452259196828,1,3,False
PROJ_00270,2024-11-13,415995772253.7116,329,210057965737.5887,561938306504.736,314,219444929333.0466,93.2284070061156,6,4,True
PROJ_00271,2024-09-09,2284276730574.7363,476,951701321138.1737,1598465812462.7273,568,671388469414.1077,0.9941515194940922,8,1,True
PROJ_00272,2024-01-17,1082023449482.0264,219,429349375725.4711,1262286800189.6912,209,494588586046.09546,80.84811746539377,9,3,True
PROJ_00273,2024-06-08,277328648780.7952,193,101849032555.69696,341189090047.82245,162,103358408561.9572,94.29160793723517,7,5,True
PROJ_00274,2024-04-11,746838187912.7366,426,264741985712.7707,980564424749.4569,427,302887908249.3669,72.00276980193814,7,5,True
PROJ_00275,2024-04-09,1624935574065.1306,273,825061047893.9846,2138056242974.9739,241,852569566794.9993,62.82708088622292,7,2,True
PROJ_00276,2025-03-30,126458977391.68575,356,44816996005.192024,76285530206.54115,418,30433393488.052013,7.176297649811847,7,2,True
PROJ_00277,2024-12-30,1262498103437.1687,496,676618596383.0474,886455875867.7112,534,485389124243.74194,25.965750070853918,0,4,False
PROJ_00278,2024-02-18,1143568471976.6345,166,383440716289.4721,802287597791.5206,135,258864820384.4097,6.775986950673301,5,3,True
PROJ_00279,2024-12-03,2144482435751.5098,470,1106237201777.4792,2270499379153.952,565,1113436666725.423,68.68136367613106,5,0,False
PROJ_00280,2024-04-02,25081809267.765064,202,11172015799.488243,21531633372.980457,252,13798543710.51886,39.85524488984032,6,0,False
PROJ_00281,2024-07-09,372826378502.57745,464,125522316453.36949,414329816566.71356,440,133835376904.36499,55.53835985561728,6,2,True
PROJ_00282,2025-01-13,85880922509.61575,119,56419821855.86757,79243342874.57605,146,39935993805.20497,71.62145607142118,2,1,False
PROJ_00283,2024-06-09,296614704148.3978,286,161045177637.98746,181798825158.9221,270,110518348678.77942,16.811722454882926,2,6,True
PROJ_00284,2023-12-14,1311638530344.222,336,630896044597.0757,1249368189522.8157,428,612880092038.3279,70.11259362947686,6,3,True
PROJ_00285,2024-12-24,1261264501537.2974,64,535582431679.6815,1565465028559.2896,55,618671901042.3722,94.70452550759877,4,3,False
PROJ_00286,2025-04-13,1929606436291.8323,400,1053922348351.6272,2592376699491.185,414,1105788489999.414,56.23093112317895,10,5,True
PROJ_00287,2024-01-06,556353729161.8416,22,217709310263.05972,430516601389.52783,20,214475183491.72058,68.37105793622312,2,1,False
PROJ_00288,2023-11-18,132746168322.75125,238,83267074401.53687,89888442195.18054,224,54135847442.39508,39.70997770946915,4,3,False
PROJ_00289,2025-07-26,577874161503.4315,221,324856907221.438,393847697035.0399,259,234121254100.218,32.80903714280051,7,2,True
PROJ_00290,2025-04-03,16398774220.102829,101,3314708638.378813,33234792489.625412,82,15761418277.400015,83.00796571665661,5,7,True
PROJ_00291,2023-10-13,179938598270.5429,127,99498949315.00372,135155439675.57321,163,70100912590.65521,45.13918963789627,6,3,True
PROJ_00292,2024-01-01,276010475295.97363,295,111408232988.03035,327298329870.2537,288,108615826428.2947,96.48781269041616,6,0,False
PROJ_00293,2024-05-27,64534959178.79239,139,15449791433.359182,83431213936.24416,167,24643667008.216377,72.93101080405012,7,2,True
PROJ_00294,2024-03-16,139335589144.66092,57,66188300252.06302,78765683667.682,53,40426819331.30349,20.492598445207882,4,4,True
PROJ_00295,2024-11-17,905518693350.0438,431,506420662954.72906,1089526630138.6478,459,539802783972.5583,66.53815723931606,6,2,True
PROJ_00296,2025-02-06,66562487904.43104,115,39103413540.02167,47744947696.48425,93,30924808450.06319,89.80152358720258,3,2,False
PROJ_00297,2025-02-01,17192882045.95099,133,15255150047.3989,25938903735.62138,129,5655973413.426504,19.65311977693008,3,3,False
PROJ_00298,2024-05-03,337297004549.2523,138,163920740274.47864,385942629587.69293,132,179526015629.90625,83.69470633141616,4,1,False
PROJ_00299,2024-11-11,75338130482.81552,66,16382450983.648418,47449947423.83323,69,23687487125.985207,48.41956969054614,2,2,False
PROJ_00300,2023-11-27,372733918959.2294,340,216673781869.89603,282139712902.4209,331,146043680826.88593,40.16226270787493,6,4,True
PROJ_00301,2024-03-14,229744899508.3345,352,112102756515.78291,256580526922.2909,367,135473827412.06738,96.79666655293777,9,2,True
PROJ_00302,2024-10-20,1316821085499.9102,22,514176233889.1795,924160719962.5918,25,361766076707.7524,22.233724935762154,8,3,True
PROJ_00303,2023-09-30,409250958468.31903,468,224197717271.5019,421162055405.0272,551,240253454449.8722,62.09617347815094,4,2,False
PROJ_00304,2024-10-31,774281854270.9069,430,462479253482.4574,521694785992.93115,426,329633940734.1992,44.829822536761796,5,4,True
PROJ_00305,2024-06-25,341384145318.119,334,192013293336.39456,213775527871.38156,400,127305040669.97307,38.95371694230856,8,4,True
PROJ_00306,2025-01-05,255079396174.84546,316,98565161398.47572,267657029048.63925,356,87359963265.06268,95.58185796498333,3,5,True
PROJ_00307,2024-07-16,217639998867.196,264,91980057808.86047,283993556790.2454,263,78959609850.82101,74.31041858643069,2,2,False
PROJ_00308,2024-12-04,1354073489570.5007,432,414902087765.45135,981944967896.9028,507,303386412533.5574,33.89153259409622,4,3,False
PROJ_00309,2025-09-10,1864926887548.0654,186,968073666150.2347,2222809084055.3145,199,982422857169.3026,58.19555393628329,7,2,True
PROJ_00310,2025-04-19,244951654267.46927,352,75988358749.57542,166661836481.91635,294,58800534918.4654,6.295174449306948,7,4,True
PROJ_00311,2025-08-05,8654942925.251816,240,13866731426.662952,21461214468.33129,196,0.0,46.06472334778514,3,2,False
PROJ_00312,2025-02-07,170096603936.89566,488,73512468616.13953,202168227122.80347,509,81805714187.05336,93.76320432005532,4,6,True
PROJ_00313,2024-03-04,381885871641.728,34,212298379913.7845,260860134847.92175,29,146907230123.87875,14.184561698202629,5,1,False
PROJ_00314,2024-04-09,33379730745.69805,445,2453392677.13815,34967311136.13789,474,15839280820.621449,86.97252105919368,6,6,True
PROJ_00315,2024-07-27,111470635349.07686,475,34764750464.79107,121386270911.28816,563,39620785384.59319,53.94473078209347,7,5,True
PROJ_00316,2024-05-07,13036891886.68634,261,15322911480.460114,40891435677.43865,232,6208536453.114294,3.2630340285568864,5,2,False
PROJ_00317,2023-11-26,2018648853122.3325,425,959540277779.3855,2418860797999.8647,545,1143313701633.242,86.4343056946657,6,3,True
PROJ_00318,2025-05-13,122751577388.39876,13,65510475139.544586,65657734352.01556,11,48703071074.78882,32.392269072030125,3,1,False
PROJ_00319,2025-04-05,618250240639.7482,360,277702017987.14825,432104098710.6999,409,197076865052.15695,32.01048225746666,5,5,True
PROJ_00320,2023-11-29,3150116802033.8994,391,1311138716944.3975,3854005283758.747,484,1223581538282.7751,68.57701040712871,6,2,True
PROJ_00321,2024-08-14,70673697869.14838,220,39039867519.228386,95606856558.79991,205,31553454312.15244,70.29523995980972,6,1,False
PROJ_00322,2023-11-25,689897258833.3091,343,203013344076.43585,820483834517.2064,422,239853160594.84103,64.29817064649838,5,3,True
PROJ_00323,2023-11-18,436402781359.62946,22,242295573652.158,307098916972.2502,20,165415484209.66562,15.379987367417591,7,2,True
PROJ_00324,2025-05-18,78574307266.28792,425,52648264958.36143,58657968870.91844,433,28708540071.13296,5.422949396157054,4,4,True
PROJ_00325,2025-01-28,3582800603642.687,298,1565629977783.9915,3924191282936.16,341,1777784317534.4321,52.60577918259066,2,3,False
PROJ_00326,2025-02-23,17171194080.501654,324,0.0,0.0,392,2950512249.9179487,43.83077971496032,5,3,True
PROJ_00327,2025-03-24,646667988070.6929,156,339050677063.25366,425690409870.15466,188,248538484962.37064,27.436060074734726,6,5,True
PROJ_00328,2024-03-07,80553279784.20985,168,44687847176.37629,129773261754.53632,167,40269087491.88579,76.75100404453508,4,6,True
PROJ_00329,2023-11-25,871274543091.6581,396,377269326030.7468,588167399325.0856,435,262874112034.9768,35.31777226091284,5,1,False
PROJ_00330,2025-03-01,277202620818.9709,320,128441837860.09355,356081537788.9999,259,130235345193.65215,86.99387557210441,6,3,True
PROJ_00331,2023-12-19,13165770793991.102,258,6029896008820.495,16228740826121.58,335,6411251295385.558,58.213450515476985,8,2,True
PROJ_00332,2024-04-05,294080877267.7993,314,143267686835.82596,361807843018.0103,280,138741606791.22247,58.088559422169865,4,4,True
PROJ_00333,2023-12-07,519329827637.13153,335,281799923727.0173,376553034328.3482,427,198712928819.2905,6.969728583845275,6,1,False
PROJ_00334,2025-05-29,886911006307.5676,225,334650701329.1483,598424877565.3782,256,226612966954.73874,49.50735948403211,6,2,True
PROJ_00335,2023-12-06,94762880552.79774,308,54854210997.517815,78973818356.08368,374,41536117739.903076,16.424573979194523,0,2,False
PROJ_00336,2025-08-19,747397602999.6996,170,238136236263.02487,841577619036.4863,148,233138175330.98584,65.6710346891333,7,1,True
PROJ_00337,2024-05-25,2518545355045.2476,137,1084234324953.2819,1762226170543.5947,125,753219044593.4677,45.3047209418106,5,1,False
PROJ_00338,2024-11-14,596857890756.6594,252,340104643688.08295,621796002589.0508,240,385869489013.3914,,8,5,True
PROJ_00339,2024-01-28,398161880604.54565,146,197751171997.5183,287194104524.279,174,135533561758.49544,47.52290201930954,2,2,False
PROJ_00340,2025-05-03,182069054376.4583,442,90946133109.08081,126488677424.07169,412,69105807337.51585,23.512591540280372,4,4,True
PROJ_00341,2024-06-06,2883272533269.995,383,1723390834667.858,2042122217340.465,324,1205400788089.016,34.42888372621421,3,2,False
PROJ_00342,2025-05-12,659992416310.2493,188,233318943450.96982,569713221019.6409,229,243695791113.9396,98.66390719966789,3,3,False
PROJ_00343,2025-05-28,1504841897245.5823,180,612491344899.2312,1955824014729.1355,166,729840950589.0151,75.38741189333554,4,6,True
PROJ_00344,2023-11-07,582358071846.1617,445,180230385192.07535,609733841875.5724,525,165010170524.61603,87.24572626195311,4,4,True
PROJ_00345,2025-06-23,44636785703.50815,393,11069332804.422167,64723850386.19522,428,21153751503.921795,75.17653435705016,6,2,True
PROJ_00346,2023-12-20,124577140924.13698,27,39059452708.22626,135657004294.86603,24,48277695296.545074,62.54873257634106,9,2,True
PROJ_00347,2024-11-30,560517997663.952,432,335666653227.2087,621301045195.9891,446,373473865734.29333,63.77392679661347,5,1,False
PROJ_00348,2025-08-01,204401827442.66113,499,121145121570.46033,217001571106.12585,621,109760233487.89505,66.71585078150542,4,5,True
PROJ_00349,2025-05-17,58477442420.67976,441,17903088300.69818,56542971529.03645,507,15696678975.757921,53.235917650076956,5,2,False
PROJ_00350,2025-04-28,211091049692.95657,38,75945242931.35939,283812375846.78076,45,75769983130.98615,78.79392147729064,3,5,True
PROJ_00351,2025-03-16,696610719281.6157,257,313406509464.72955,837375273470.526,238,352383496791.4112,96.7829354224199,4,5,True
PROJ_00352,2024-08-16,24653500904.035633,189,15900189527.792906,20833819570.27078,233,3530412476.8833075,45.59157044254357,5,2,False
PROJ_00353,2024-06-21,112027254198.71591,287,38869857616.03327,64277015623.78018,229,26624392051.48215,3.1050122009348815,6,3,True
PROJ_00354,2024-04-24,379293521394.61444,377,210170545594.86832,299872957113.14557,464,156723976980.82004,12.715128778343447,5,4,True
PROJ_00355,2025-08-13,233033490990.8196,483,119560039090.15413,296903005406.8458,466,125556167583.29933,76.32614839275007,7,6,True
PROJ_00356,2024-08-14,14780710171.479092,492,11891408117.300793,39027823310.97442,413,13994990011.822775,52.92831702322539,5,4,True
PROJ_00357,2024-05-29,48499472881.75791,282,16765298595.762197,40978985921.28504,340,7352721977.299642,49.760114732588754,4,6,True
PROJ_00358,2024-06-25,647952547568.731,40,258118662067.72778,710508189731.6904,37,281594728427.65045,90.7766628739301,3,5,True
PROJ_00359,2024-11-06,1204192989942.151,476,435594958873.7569,839934950737.6838,455,310126704476.4058,11.10877130431805,7,2,True
PROJ_00360,2024-02-09,2665825705850.293,175,1292696031106.6562,3440220413925.7876,144,1201947675454.8713,80.01699485815364,5,5,True
PROJ_00361,2025-08-15,1214151849969.354,220,608611691950.1493,853019563084.5593,209,432140652190.1419,49.262380093859086,4,3,False
PROJ_00362,2025-07-19,107025923591.17406,104,42043833574.33225,79677264150.63858,133,35135278109.144165,52.844222320416485,3,2,False
PROJ_00363,2024-07-31,774784488026.3866,380,250633353735.77798,567927957751.275,425,186702985599.9659,25.54543431075255,2,1,False
PROJ_00364,2025-01-08,392347141099.2735,208,170086327437.7928,449928112736.3953,218,151151131365.82776,92.05538175239894,4,1,False
PROJ_00365,2024-08-16,14300800234.514479,270,0.0,8563478942.773043,222,3694566954.183302,26.884529657921558,2,4,False
PROJ_00366,2023-12-11,356528961824.33154,239,193134953837.69788,358241218819.9231,286,237723043566.22888,55.373485389598116,8,4,True
PROJ_00367,2023-10-07,313171878092.34094,128,124327296304.91096,212634087727.66025,131,75078904908.51085,32.79134052859348,2,6,True
PROJ_00368,2025-01-09,950948500809.9542,388,391580915704.3623,1078029127222.5018,419,448445048814.2125,92.95652947501563,4,3,False
PROJ_00369,2025-06-25,90614190837.37892,49,24296543276.205456,59546720051.177925,56,19652073579.00911,10.359846381960216,7,4,True
PROJ_00370,2025-04-26,78580723575.75285,145,29311432571.157715,56148599860.73399,160,15098779497.285847,37.682787028207414,6,5,True
PROJ_00371,2024-01-08,3607223331.927841,311,5084562770.724967,25972553081.476067,268,0.0,66.86818517140043,6,1,False
PROJ_00372,2023-12-12,557055403865.0626,277,206760449123.6121,650961971945.2454,293,188724925303.659,64.60228511611871,4,3,False
PROJ_00373,2025-03-31,1060708624443.1348,249,465083697296.2858,1288635369333.7932,313,496350006834.6374,95.21679456315125,7,3,True
PROJ_00374,2024-05-03,620832148630.9507,279,224681732972.0104,432446457345.31445,326,156653097698.85852,4.146720095401235,6,3,True
PROJ_00375,2025-02-27,87864669832.65517,474,49825617560.295296,113572741696.22116,477,38559268406.64389,63.36142949305425,6,6,True
PROJ_00376,2024-06-25,97813184081.49905,453,55085034133.419586,64841823370.85703,461,40806385393.41831,39.50703536333897,7,1,True
PROJ_00377,2024-02-10,829100753968.0012,95,420029010488.9118,572102725143.7378,82,289957476726.07837,25.293981396838607,4,6,True
PROJ_00378,2024-09-19,61212629692.19866,132,22938023365.12773,81726047565.56114,128,28054269741.53614,84.1900539549492,6,0,False
PROJ_00379,2023-12-07,515847885156.3129,403,,683904261892.3403,449,228627787725.35242,70.09320833242361,6,7,True
PROJ_00380,2024-06-04,595117664219.0789,281,269399113882.8369,679078365748.0048,228,262697283167.1858,95.05946192892054,6,2,True
PROJ_00381,2024-10-10,98489225921.0175,234,78946776946.42046,134646761955.22891,289,56858532758.71211,84.11523042643505,3,3,False
PROJ_00382,2024-07-15,2461126431025.1094,368,1468154530207.471,1736600681212.6863,448,,15.566089001860858,4,1,False
PROJ_00383,2024-03-07,450333261167.78326,212,253032822858.69452,305827817803.4868,222,178869404614.78693,1.1375156969681506,4,4,True
PROJ_00384,2024-12-19,399997465392.1577,27,209152522385.79535,559527057913.6133,25,246335111997.12537,75.02717635499384,4,2,False
PROJ_00385,2025-04-06,4121234808767.873,11,1958580472601.0063,2897417504315.554,12,1360822655054.1074,15.461801105173759,6,2,True
PROJ_00386,2025-09-17,102346086480.11726,353,43372803305.75985,101312594347.89044,391,39178462286.90872,66.11468444618848,7,2,True
PROJ_00387,2024-08-02,1073207437315.771,21,394542297712.06964,1250633638629.2983,25,455176616246.09174,91.96444479648233,6,3,True
PROJ_00388,2025-06-15,521283859492.87067,97,244105595782.3761,343540174855.9991,113,168323794282.0532,42.32492287796944,7,1,True
PROJ_00389,2025-07-28,438523569830.0996,150,202164720164.57956,575508689056.6091,187,232284329282.31952,63.87418094708722,5,4,True
PROJ_00390,2025-03-22,1112361603159.856,80,402931085321.66016,783560269380.7117,95,284907918005.44556,43.77367219096867,5,4,True
PROJ_00391,2023-10-06,2281627650642.3965,391,925965983274.9532,2466694180038.2573,440,891796387055.381,80.79776224808525,2,4,False
PROJ_00392,2025-08-11,188795544679.90796,174,77989023683.85435,115861847973.54764,192,53729431851.20494,40.098922520651655,6,3,True
PROJ_00393,2025-04-17,1680386929528.3176,138,971334380915.9038,1903804893889.4773,126,956195266616.7898,54.52890725651106,7,1,True
PROJ_00394,2024-07-30,242516685786.5217,346,100974675733.39563,244214369513.12616,278,101688469472.38412,78.67839672202874,3,0,False
PROJ_00395,2025-08-07,636428526876.255,86,379182124387.97424,456952798025.91187,111,256852770267.8207,0.46750288775823995,3,5,True
PROJ_00396,2024-01-12,687741441299.2056,50,317785925309.8241,459809321720.2072,64,223922638437.95416,17.789993000403598,5,2,False
PROJ_00397,2024-02-12,1284100719806.6348,254,731459019245.8134,913006250215.9717,248,518639840504.84064,33.002219254316145,4,4,True
PROJ_00398,2024-06-24,88391011.90900803,326,587970885.5583858,26380481392.22449,423,53271736.82561302,77.77924527056999,6,2,True
PROJ_00399,2024-01-24,5304598822166.858,489,2334812462315.847,3693965242359.623,585,1630014104707.0686,43.500285410315904,6,0,False
PROJ_00400,2024-01-15,203343546422.84656,63,112684605444.14973,216983123211.8723,77,111402149889.34074,59.61237005866931,6,3,True
PROJ_00401,2025-04-16,649352912874.649,334,222708589432.4927,452849850881.3212,336,161220924947.8787,36.580670618979184,5,2,False
PROJ_00402,2024-03-05,107303118884.33667,99,59592857443.674225,85660022293.0482,89,39025258011.86179,38.70903017226704,7,3,True
PROJ_00403,2024-07-02,70873332385.55295,82,36431562581.31183,48707696876.78197,97,33162062319.462368,50.40468493974593,4,1,False
PROJ_00404,2024-07-12,121014167477.69968,448,48586045744.5386,120395912721.48059,506,51763279589.98444,85.53427168594128,0,3,False
PROJ_00405,2025-06-08,2152950542549.4575,279,967613066311.2285,2286517164827.4106,251,884522295715.6024,89.53730271096002,1,2,False
PROJ_00406,2024-04-30,35604847665.769775,351,14819570086.634596,69737243943.14153,353,12219495230.736755,80.10826293159333,6,3,True
PROJ_00407,2024-09-13,6568187643794.14,214,3266977793865.262,4579965338369.034,232,2271064715522.1445,38.23837355179748,6,1,False
PROJ_00408,2024-04-23,79592831081.31061,210,60298356798.87686,138786128201.3084,247,69621320922.33586,67.2646556812874,3,2,False
PROJ_00409,2025-08-31,260911536949.38022,277,143070444180.21967,278867522269.8874,232,147137552580.5055,64.25442823922319,6,6,True
PROJ_00410,2025-07-08,1430726019649.0508,437,622192319362.6488,1709517267188.8416,452,578621778383.503,74.83114712214751,3,5,True
PROJ_00411,2024-06-24,73819282111.23415,111,29318715911.324097,96422821258.11966,135,35034818181.72387,89.58701731766823,6,3,True
PROJ_00412,2025-02-26,58832654470.673584,338,35975047637.96146,45162771855.11589,277,23856476293.740753,27.742229125838552,4,7,True
PROJ_00413,2025-02-09,44015222096.32053,137,39373611916.9126,44077274337.93372,173,29604788790.22072,26.06262865782581,8,1,True
PROJ_00414,2024-06-11,1519135230249.5322,23,553088389429.901,1061981845259.8442,25,392395316207.536,48.75516318863118,7,6,True
PROJ_00415,2023-11-19,46770294295.45996,364,22807316104.28606,28691736433.14099,458,10113415026.303343,1.0197443851938413,2,1,False
PROJ_00416,2023-12-31,236763355625.732,201,138202430612.92407,167388269501.0765,169,99146587529.76933,43.342344517354896,2,3,False
PROJ_00417,2025-07-08,131393919376.97688,437,46055364547.76871,74706213513.7472,372,31393697697.53696,31.953797456609145,8,5,True
PROJ_00418,2024-12-04,636139600365.08,341,331195590346.60394,449020934193.85925,328,238983445855.67722,6.688705097329325,7,1,True
PROJ_00419,2024-07-07,218117383566.22424,335,102451966248.2986,212113483195.8894,363,86612684255.63525,76.38527472014361,0,6,False
PROJ_00420,2023-11-12,2893649626648.4653,105,1065042799274.8367,2024810461867.146,117,730819369009.8778,44.1873118410603,7,4,True
PROJ_00421,2023-10-01,251364986618.49625,193,83721652769.11908,306599081564.2412,249,79190705306.00867,75.86222943076882,6,4,True
PROJ_00422,2024-09-03,277384097611.8268,418,145041223224.53653,267295586860.75885,529,172333251960.6315,59.480223541562246,6,3,True
PROJ_00423,2024-02-08,83543090526.21303,147,31503322751.58117,88101886144.05147,125,17865618204.521538,91.48398737266487,8,3,True
PROJ_00424,2025-07-11,641842313020.4019,22,218148063723.37775,435629776935.7107,23,148554089078.53345,30.282204498764735,6,1,False
