Project_ID,Update_Day,Planned_Cost,Planned_Labour,Planned_Material,Actual_Cost,Actual_Labour,Actual_Material,%Work_Completed,External_Delay,Internal_Delay,Delay_Label
PROJ_00239,2024-08-31,78349928553.73,115,42108312130.59,80880669336.16,143,49821648954.39,60.25,3,2,False
PROJ_00240,2023-12-09,911569883765.6,234,444480610231.83,979441059923.13,273,445545405219.26,74.71,2,2,False
PROJ_00241,2025-03-07,1052246976081.06,433,355571012062.54,736572883256.742,424,248899708443.77795,2.78,11,2,True
PROJ_00242,2024-05-28,574869060255.76,159,197171141331.67,719231092591.23,177,212558064647.75,71.47,9,2,True
PROJ_00243,2024-07-09,1876582880657.69,151,634680676214.51,1313608016460.3828,145,444276473350.157,12.63,8,1,True
PROJ_00244,2025-08-13,2411353034781.33,104,998285021999.38,2658900606198.17,134,1031459098522.4,60.71,3,1,False
PROJ_00245,2025-02-06,1624733255676.1,108,921866276081.78,1137313278973.27,100,645306393257.246,46.38,7,3,True
PROJ_00246,2024-05-04,390132485239.41,406,120046455071.17,273092739667.58698,434,84032518549.819,28.45,4,3,False
PROJ_00247,2025-04-02,1920605817082.5,471,603891656465.04,1344424071957.75,590,422724159525.528,29.57,6,4,True
PROJ_00248,2024-02-10,1488780898185.72,149,606806957722.61,1659848365764.35,171,606446311486.16,91.13,1,1,False
PROJ_00249,2025-05-04,76907352982.46,314,38671440256.79,53835147087.722,260,27070008179.753,30.72,7,1,True
PROJ_00250,2025-05-10,518939921959.76,367,215973622440.47,631529880435.41,316,219758071029.92,65.97,7,4,True
PROJ_00251,2025-01-24,698271473879.41,436,355741056338.45,488790031715.587,413,249018739436.91498,21.49,2,1,False
PROJ_00252,2024-06-02,1225042982396.08,386,513162894929.29,857530087677.256,468,359214026450.503,29.63,3,3,False
PROJ_00253,2025-01-24,9865846726609.04,231,4024656031999.86,6906092708626.327,288,2817259222399.902,30.7,5,5,True
PROJ_00254,2024-11-17,722297031034.86,432,429590768674.2,505607921724.402,540,300713538071.94,8.61,5,1,False
PROJ_00255,2024-04-09,210513830543.95,452,75588435185.73,147359681380.76498,364,52911904630.010994,44.12,3,3,False
PROJ_00256,2024-01-02,276754634501.04,233,101332683167.78,313320970191.56,195,104631073297.46,62.57,2,4,False
PROJ_00257,2024-01-05,182748292169.22,357,68210522752.62,200774297422.09,384,72039508254.68,59.8,7,0,False
PROJ_00258,2025-08-02,150979975205.89,336,49733151907.22,105685982644.123,297,34813206335.054,4.41,3,3,False
PROJ_00259,2024-12-12,353557935773.29,434,123682505324.45,247490555041.30298,359,86577753727.11499,5.91,4,2,False
PROJ_00260,2024-09-24,161364791137.74,489,49571508055.62,112955353796.41798,434,34700055638.934,33.54,5,2,False
PROJ_00261,2024-12-04,704091972982.94,379,281352294797.29,995244849648.38,340,321625193149.71,78.16,10,1,True
PROJ_00262,2024-11-21,1335596385739.16,298,734288898275.22,1372826787905.56,386,690646580141.88,80.42,3,3,False
PROJ_00263,2025-01-18,76796757771.0,55,23294266407.31,103131643639.18,50,25548475720.4,73.02,4,5,True
PROJ_00264,2023-11-22,129668489160.28,437,47073831428.08,137401124131.3,456,44247266165.14,74.23,3,5,True
PROJ_00265,2025-08-17,147300954141.26,410,74859114428.91,103110667898.882,354,52401380100.237,18.28,4,1,False
PROJ_00266,2025-07-28,86110524385.4,353,39301971932.1,113478895380.16,314,38541057635.29,89.66,1,8,True
PROJ_00267,2025-07-20,127183570330.32,43,54790498212.63,135460478463.7,42,59253284493.39,59.4,3,4,False
PROJ_00268,2024-01-06,1461610023165.79,118,788679995038.3,1679513596397.77,146,721457860725.21,93.28,1,8,True
PROJ_00269,2023-11-29,541247723099.44,126,162525230359.23,572235440171.5,133,179451231743.76,90.32,1,3,False
PROJ_00270,2024-11-13,426761494194.3,329,210683944390.63,539312948128.46,314,216633650226.3,93.45,6,4,True
PROJ_00271,2024-09-09,2264368795493.23,476,949866852810.72,1585058156845.261,568,664906796967.5039,0.68,8,1,True
PROJ_00272,2024-01-17,1088336977948.77,219,429983205931.84,1284565398525.97,209,490489930631.99,80.88,9,3,True
PROJ_00273,2024-06-08,269430602310.24,193,99874382707.46,343272211780.0,162,95715664342.52,94.36,7,5,True
PROJ_00274,2024-04-11,733902220342.97,426,261826029737.34,981841540189.89,427,305266662066.36,72.04,7,5,True
PROJ_00275,2024-04-09,1615528742150.66,273,821587222498.77,2140998326104.01,241,853446784502.49,62.96,7,2,True
PROJ_00276,2025-03-30,119467753248.58,356,44799435868.12,83627427274.006,418,31359605107.684,7.34,7,2,True
PROJ_00277,2024-12-30,1254563032143.75,496,694646603758.52,878194122500.625,534,486252622630.964,25.96,0,4,False
PROJ_00278,2024-02-18,1131232010438.5,166,380217342221.43,791862407306.95,135,266152139555.00098,6.76,5,3,True
PROJ_00279,2024-12-03,2140775829928.85,470,1116901464671.73,2258898570426.29,565,1112676625542.2,68.65,5,0,False
PROJ_00280,2024-04-02,25544281741.49,202,14456805613.97,17880997219.043,252,10119763929.779,39.86,6,0,False
PROJ_00281,2024-07-09,388796715055.55,464,138465005009.5,407598738352.75,440,137000025920.0,55.55,6,2,True
PROJ_00282,2025-01-13,82169590389.48,119,47226337316.7,83052992444.29,146,44184875446.64,71.79,2,1,False
PROJ_00283,2024-06-09,284617901299.7,286,158786506606.8,199232530909.79,270,111150554624.75998,16.88,2,6,True
PROJ_00284,2023-12-14,1324479777463.3,336,632659513397.64,1267092874039.31,428,609231681717.08,70.09,6,3,True
PROJ_00285,2024-12-24,1263936723442.34,64,527902558845.15,1574883826412.14,55,623674240852.3,94.78,4,3,False
PROJ_00286,2025-04-13,1924643947860.25,400,1051042721819.02,2594594817236.94,414,1094928624773.9,56.19,10,5,True
PROJ_00287,2024-01-06,538710164832.51,22,217034957995.04,444706836562.72,20,220516670254.81,68.39,2,1,False
PROJ_00288,2023-11-18,146262269716.13,238,81128340504.57,102383588801.291,224,56789838353.199005,39.73,4,3,False
PROJ_00289,2025-07-26,568617584785.45,221,326924829712.45,398032309349.81494,259,228847380798.715,32.78,7,2,True
PROJ_00290,2025-04-03,20572788434.75,101,10024548314.81,23678625586.39,82,11262053970.05,82.94,5,7,True
PROJ_00291,2023-10-13,187797331731.22,127,94298086176.59,131458132211.85399,163,66008660323.61299,45.04,6,3,True
PROJ_00292,2024-01-01,286720144814.13,295,111792357972.43,336847990493.51,288,111803343493.32,96.21,6,0,False
PROJ_00293,2024-05-27,72182650578.12,139,24971107954.69,82918262149.89,167,26948662723.81,72.81,7,2,True
PROJ_00294,2024-03-16,133512912758.06,57,63442103364.88,93459038930.642,53,44409472355.41599,20.7,4,4,True
PROJ_00295,2024-11-17,908175918984.06,431,506199524379.63,1099076247300.04,459,541291794427.49,66.69,6,2,True
PROJ_00296,2025-02-06,58230049594.7,115,29903074389.58,66071518845.9,93,29144903112.98,89.84,3,2,False
PROJ_00297,2025-02-01,30280596861.67,133,13801708545.82,21196417803.169,129,9661195982.074,19.76,3,3,False
PROJ_00298,2024-05-03,329165695811.54,138,170313252779.3,389070170862.0,132,187655705604.71,83.64,4,1,False
PROJ_00299,2024-11-11,70277409154.42,66,26071719499.11,49194186408.093994,69,18250203649.377,48.35,2,2,False
PROJ_00300,2023-11-27,390324176297.69,340,209830738803.55,273226923408.383,331,146881517162.485,40.23,6,4,True
PROJ_00301,2024-03-14,212172878883.5,352,112447124224.04,267609042739.88,367,131994959300.22,96.63,9,2,True
PROJ_00302,2024-10-20,1312855686055.65,22,518862432751.63,918998980238.9548,25,363203702926.141,22.03,8,3,True
PROJ_00303,2023-09-30,400321289247.83,468,228092932671.62,399210984476.94,551,237729262331.99,62.35,4,2,False
PROJ_00304,2024-10-31,760794141516.41,430,455451916139.46,532555899061.487,426,318816341297.622,45.03,5,4,True
PROJ_00305,2024-06-25,330086885374.67,334,189459608445.08,231060819762.26898,400,132621725911.55598,38.8,8,4,True
PROJ_00306,2025-01-05,256550532392.35,316,92626645719.29,281567379809.41,356,90977579687.07,95.46,3,5,True
PROJ_00307,2024-07-16,209180134537.41,264,90652823790.86,279696225427.29,263,83148361219.65,74.24,2,2,False
PROJ_00308,2024-12-04,1375189817595.57,432,419430338402.09,962632872316.8989,507,293601236881.463,33.89,4,3,False
PROJ_00309,2025-09-10,1860333131170.55,186,958403748770.75,2203949996632.13,199,982506916540.74,58.21,7,2,True
PROJ_00310,2025-04-19,224740134848.02,352,78104930427.75,157318094393.61398,294,54673451299.424995,6.22,7,4,True
PROJ_00311,2025-08-05,16767356646.03,240,9512826116.01,11737149652.221,196,6658978281.207,46.04,3,2,False
PROJ_00312,2025-02-07,159416738577.79,488,67644112134.4,197030732217.61,509,80064348683.53,93.58,4,6,True
PROJ_00313,2024-03-04,361201884537.74,34,212264463649.3,252841319176.41797,29,148585124554.50998,14.28,5,1,False
PROJ_00314,2024-04-09,25339304440.1,445,8478755275.03,31608078045.59,474,9381755628.9,86.97,6,6,True
PROJ_00315,2024-07-27,99508033741.57,475,38435312361.28,130230793764.6,563,36557315088.71,53.82,7,5,True
PROJ_00316,2024-05-07,31346673975.56,261,11657631679.87,21942671782.892,232,8160342175.909,3.24,5,2,False
PROJ_00317,2023-11-26,2029555865964.45,425,956650956123.15,2404092373116.17,545,1135966985033.54,86.34,6,3,True
PROJ_00318,2025-05-13,106071997496.56,13,58470584654.92,74250398247.592,11,40929409258.44399,32.3,3,1,False
PROJ_00319,2025-04-05,607046602127.66,360,271535544190.01,424932621489.362,409,190074880933.007,32.07,5,5,True
PROJ_00320,2023-11-29,3144330120294.5,391,1316296709259.71,3837845531371.69,484,1220035677254.45,68.72,6,2,True
PROJ_00321,2024-08-14,73760710174.26,220,31226102525.14,90976708944.89,205,32842919544.27,70.4,6,1,False
PROJ_00322,2023-11-25,686576812304.81,343,208567562800.95,822754862432.29,422,238773924441.2,64.45,5,3,True
PROJ_00323,2023-11-18,416125210815.75,22,239076224432.27,291287647571.02496,20,167353357102.589,15.64,7,2,True
PROJ_00324,2025-05-18,79763120881.92,425,39541991818.08,55834184617.343994,433,27679394272.656,5.27,4,4,True
PROJ_00325,2025-01-28,3574642999450.93,298,1563938640715.84,3931134926755.63,341,1780549555369.45,52.87,2,3,False
PROJ_00326,2025-02-23,9320074169.21,324,5342261840.85,6524051918.446999,392,3739583288.5950003,43.57,5,3,True
PROJ_00327,2025-03-24,654435939189.75,156,340814610451.2,458105157432.82495,188,238570227315.84,27.51,6,5,True
PROJ_00328,2024-03-07,87420993531.38,168,32916454461.88,107952645409.5,167,38823104768.29,76.79,4,6,True
PROJ_00329,2023-11-25,853460098495.64,396,378390245486.3,597422068946.948,435,264873171840.40997,35.53,5,1,False
PROJ_00330,2025-03-01,270551369919.68,320,121259431629.39,345421354428.94,259,135351903700.07,86.94,6,3,True
PROJ_00331,2023-12-19,13173707808162.5,258,6035073771012.56,16238919344874.95,335,6411715431788.5,58.25,8,2,True
PROJ_00332,2024-04-05,297712324156.55,314,145192804154.01,359961450970.91,280,135275424713.28,58.08,4,4,True
PROJ_00333,2023-12-07,530827893876.43,335,282967429800.54,371579525713.501,427,198077200860.37796,7.08,6,1,False
PROJ_00334,2025-05-29,874468982913.62,225,324091303362.23,612128288039.5339,256,226863912353.56097,49.44,6,2,True
PROJ_00335,2023-12-06,97700043120.96,308,56510122219.89,68390030184.672,374,39557085553.923,16.54,0,2,False
PROJ_00336,2025-08-19,750179358230.29,170,248341264520.86,843769915398.29,148,231304589899.06,65.66,7,1,True
PROJ_00337,2024-05-25,2508735028677.68,137,1071341753788.89,1756114520074.376,125,749939227652.223,45.24,5,1,False
PROJ_00338,2024-11-14,616450420319.95,252,338873468354.3,605710610248.54,240,382465773864.13,99.16,8,5,True
PROJ_00339,2024-01-28,398592396585.18,146,194207778126.65,279014677609.626,174,135945444688.65498,47.41,2,2,False
PROJ_00340,2025-05-03,182196229939.82,442,99643313529.31,127537360957.874,412,69750319470.517,23.5,4,4,True
PROJ_00341,2024-06-06,2886604499820.89,383,1721995674111.19,2020623149874.623,324,1205396971877.8328,34.43,3,2,False
PROJ_00342,2025-05-12,666403435071.36,188,233215581761.29,570207015926.84,229,241090335820.22,98.62,3,3,False
PROJ_00343,2025-05-28,1513125589368.8,180,617721255576.19,1954794065346.02,166,724627182504.28,75.28,4,6,True
PROJ_00344,2023-11-07,579062947488.11,445,176615047415.26,611543361671.19,525,166576750875.56,87.35,4,4,True
PROJ_00345,2025-06-23,56420657995.55,393,20305154003.58,78277688239.36,428,21915144221.94,75.05,6,2,True
PROJ_00346,2023-12-20,122696725121.55,27,44327497446.67,150429346615.5,24,52060546620.5,62.68,9,2,True
PROJ_00347,2024-11-30,566968298156.8,432,329106905316.13,627429922583.56,446,380427326533.13,63.71,5,1,False
PROJ_00348,2025-08-01,210076332310.53,499,125073727650.77,228212359052.65,621,115516595636.62,66.64,4,5,True
PROJ_00349,2025-05-17,56179303874.24,441,20573407278.41,59613702408.91,507,20364326265.72,53.33,5,2,False
PROJ_00350,2025-04-28,216896043648.83,38,75458112939.13,274675923047.94,45,78866041228.67,79.01,3,5,True
PROJ_00351,2025-03-16,681829120775.27,257,315419688336.69,841899127860.34,238,350244882184.17,96.82,4,5,True
PROJ_00352,2024-08-16,26287539408.0,189,12160736377.96,18401277585.6,233,8512515464.571999,45.96,5,2,False
PROJ_00353,2024-06-21,99816843386.2,287,37917369442.73,69871790370.34,229,26542158609.911,3.13,6,3,True
PROJ_00354,2024-04-24,388182325250.3,377,218325314838.77,271727627675.20996,464,152827720387.13898,12.89,5,4,True
PROJ_00355,2025-08-13,242180975711.87,483,123537573232.6,280223564735.47,466,129415294197.81,75.89,7,6,True
PROJ_00356,2024-08-14,34182251128.73,492,16454386557.45,41766089510.11,413,16282404147.84,52.78,5,4,True
PROJ_00357,2024-05-29,54241082382.65,282,19273514024.82,37968757667.854996,340,13491459817.373999,49.75,4,6,True
PROJ_00358,2024-06-25,650666174933.16,40,257512583515.68,725331383402.67,37,286024277961.18,90.59,3,5,True
PROJ_00359,2024-11-06,1203294365519.86,476,433937165187.52,842306055863.902,455,303756015631.264,11.01,7,2,True
PROJ_00360,2024-02-09,2657690271457.03,175,1305512593430.81,3446859980198.63,144,1199599284736.47,80.18,5,5,True
PROJ_00361,2025-08-15,1206862860978.77,220,603063518572.85,844804002685.1389,209,422144463000.99493,49.35,4,3,False
PROJ_00362,2025-07-19,93777303583.97,104,42535658390.94,89965499976.44,133,38562595841.51,52.7,3,2,False
PROJ_00363,2024-07-31,785135924680.15,380,256697551597.04,549595147276.105,425,179688286117.928,25.68,2,1,False
PROJ_00364,2025-01-08,391987539715.36,208,164931856642.36,450651676417.56,218,154540415285.54,92.0,4,1,False
PROJ_00365,2024-08-16,25968956552.76,270,8607429455.14,18178269586.932,222,6025200618.598,26.79,2,4,False
PROJ_00366,2023-12-11,351696419566.98,239,201663621999.59,357885579406.01,286,225063337727.5,55.41,8,4,True
PROJ_00367,2023-10-07,292123073872.56,128,112803158331.12,204486151710.792,131,78962210831.784,32.77,2,6,True
PROJ_00368,2025-01-09,964906273485.6,388,390789028991.53,1072274048789.38,419,441066481315.08,92.84,4,3,False
PROJ_00369,2025-06-25,82593120568.87,49,28286919227.6,57815184398.20899,56,19800843459.319996,10.25,7,4,True
PROJ_00370,2025-04-26,66347069626.5,145,28724181138.01,46442948738.549995,160,20106926796.607,37.62,6,5,True
PROJ_00371,2024-01-08,14021967842.13,311,6067314423.1,16943056454.27,268,6214933481.97,66.87,6,1,False
PROJ_00372,2023-12-12,551965111166.79,277,206566812933.84,641877268150.21,293,188235784194.47,64.52,4,3,False
PROJ_00373,2025-03-31,1064907677394.69,249,462436238077.21,1291683988505.37,313,501574726138.04,95.5,7,3,True
PROJ_00374,2024-05-03,622245694366.98,279,225753550351.91,435571986056.886,326,158027485246.337,3.94,6,3,True
PROJ_00375,2025-02-27,92450092500.74,474,47905838960.08,115865739279.6,477,47415979038.71,63.38,6,6,True
PROJ_00376,2024-06-25,100436625582.15,453,55940347708.11,70305637907.50499,461,39158243395.676994,39.61,7,1,True
PROJ_00377,2024-02-10,815620110608.4,95,424471986137.06,570934077425.88,82,297130390295.94196,25.21,4,6,True
PROJ_00378,2024-09-19,62135906179.81,132,28924661396.39,81788227244.2,128,28333688818.57,84.11,6,0,False
PROJ_00379,2023-12-07,522867079090.56,403,233211953396.04,665601003138.33,449,235062915628.24,70.23,6,7,True
PROJ_00380,2024-06-04,594312724758.63,281,265894995751.55,684661075547.29,228,256996513296.03,95.05,6,2,True
PROJ_00381,2024-10-10,123246462197.47,234,73333637426.83,145558677572.12,289,66670348240.3,84.11,3,3,False
PROJ_00382,2024-07-15,2470656505499.95,368,1468134144403.66,1729459553849.965,448,1027693901082.5619,15.57,4,1,False
PROJ_00383,2024-03-07,435766945219.79,212,251811370078.11,305036861653.85297,222,176267959054.67697,0.91,4,4,True
PROJ_00384,2024-12-19,401693093136.84,27,210117926544.03,567117280477.48,25,244666167328.3,75.03,4,2,False
PROJ_00385,2025-04-06,4126811649944.88,11,1952315509511.52,2888768154961.4155,12,1366620856658.064,15.48,6,2,True
PROJ_00386,2025-09-17,100328185824.73,353,45239295722.28,104397941830.05,391,47268891590.89,66.21,7,2,True
PROJ_00387,2024-08-02,1064613880654.42,21,399868405595.08,1233776703168.68,25,451542870213.83,92.08,6,3,True
PROJ_00388,2025-06-15,505782494056.18,97,241284161961.54,354047745839.326,113,168898913373.078,42.27,7,1,True
PROJ_00389,2025-07-28,443785331469.93,150,202988161501.65,581931934743.75,187,237268196284.51,63.94,5,4,True
PROJ_00390,2025-03-22,1117354962098.16,80,401578389156.83,782148473468.7119,95,281104872409.781,43.8,5,4,True
PROJ_00391,2023-10-06,2284231223003.64,391,922116987754.76,2451678557202.35,440,894413150558.83,80.77,2,4,False
PROJ_00392,2025-08-11,176789146957.71,174,81123554829.9,123752402870.39699,192,56786488380.92999,40.09,6,3,True
PROJ_00393,2025-04-17,1679721469733.58,138,972519306138.56,1899641149875.33,126,960225627833.7,54.51,7,1,True
PROJ_00394,2024-07-30,217249096018.72,346,102654787413.64,257086590200.33,278,105220213827.15,78.66,3,0,False
PROJ_00395,2025-08-07,638306880607.04,86,372217318608.6,446814816424.928,111,260552123026.01996,0.38,3,5,True
PROJ_00396,2024-01-12,667168262632.77,50,317708420423.27,467017783842.93896,64,222395894296.289,17.42,5,2,False
PROJ_00397,2024-02-12,1294518993702.98,254,730612621681.27,906163295592.0859,248,511428835176.889,32.83,4,4,True
PROJ_00398,2024-06-24,16302627118.37,326,6847248333.05,18966524623.03,423,6548556210.28,77.83,6,2,True
PROJ_00399,2024-01-24,5305782112085.73,489,2330857008495.88,3714047478460.011,585,1631599905947.1157,43.33,6,0,False
PROJ_00400,2024-01-15,190051228757.7,63,110367457715.87,214668195525.69,77,112165055273.78,59.76,6,3,True
PROJ_00401,2025-04-16,654917450603.49,334,227229349199.61,458442215422.443,336,159060544439.727,36.66,5,2,False
PROJ_00402,2024-03-05,114495762988.1,99,49184581428.1,80147034091.67,89,34429206999.67,38.61,7,3,True
PROJ_00403,2024-07-02,58915304267.72,82,34606484803.97,58373856739.62,97,33903152279.06,50.31,4,1,False
PROJ_00404,2024-07-12,112788331778.23,448,51961360962.23,126825916034.32,506,54725959733.65,85.45,0,3,False
PROJ_00405,2025-06-08,2162195017483.27,279,967628504335.92,2273263441327.43,251,881834063583.6,89.62,1,2,False
PROJ_00406,2024-04-30,45531458805.47,351,16814485130.31,57339356595.43,353,19846527540.55,80.19,6,3,True
PROJ_00407,2024-09-13,6558512954813.67,214,3258621499367.19,4590959068369.568,232,2281035049557.0327,38.22,6,1,False
PROJ_00408,2024-04-23,98630562337.0,210,55247479986.59,118920217968.1,247,57575166136.84,67.3,3,2,False
PROJ_00409,2025-08-31,248317597947.61,277,140612961765.62,307422293046.6,232,150894470947.35,64.13,6,6,True
PROJ_00410,2025-07-08,1422655005476.68,437,612899824748.83,1707144257258.73,452,580545747030.63,74.87,3,5,True
PROJ_00411,2024-06-24,100428862664.21,111,34938179661.28,110627453112.31,135,32505882718.09,89.63,6,3,True
PROJ_00412,2025-02-26,58651031837.69,338,31775472319.89,41055722286.382996,277,22242830623.922997,27.97,4,7,True
PROJ_00413,2025-02-09,67101097050.24,137,36411597851.4,46970767935.168,173,25488118495.98,25.94,8,1,True
PROJ_00414,2024-06-11,1533194043445.57,23,554335724621.65,1073235830411.8989,25,388035007235.15497,48.71,7,6,True
PROJ_00415,2023-11-19,52638055522.37,364,24030481322.99,36846638865.659,458,16821336926.093,1.34,2,1,False
PROJ_00416,2023-12-31,251553632639.68,201,133205692536.47,176087542847.77597,169,93243984775.52899,43.28,2,3,False
PROJ_00417,2025-07-08,105516407007.92,437,41455309570.9,73861484905.54399,372,29018716699.63,32.01,8,5,True
PROJ_00418,2024-12-04,626059324892.23,341,338893628270.36,438241527424.561,328,237225539789.25198,6.58,7,1,True
PROJ_00419,2024-07-07,202164563972.96,335,92620520062.34,190451170757.72,363,84647825886.64,76.4,0,6,False
PROJ_00420,2023-11-12,2895286237340.72,105,1058857573879.27,2026700366138.504,117,741200301715.489,44.3,7,4,True
PROJ_00421,2023-10-01,251009547707.6,193,85245491322.08,303294520695.27,249,80166921235.99,75.62,6,4,True
PROJ_00422,2024-09-03,258943017214.38,418,149323891728.86,254177328855.24,529,176828168412.67,59.26,6,3,True
PROJ_00423,2024-02-08,78483080964.34,147,25492991380.73,93066635817.12,125,23030362752.92,91.51,8,3,True
PROJ_00424,2025-07-11,634699776718.85,22,215461274240.04,444289843703.19495,23,150822891968.02798,30.23,6,1,False
PROJ_00425,2024-06-22,11129086734293.81,448,3888207354413.86,11850203014982.78,478,3696664379396.67,75.37,5,1,False
PROJ_00426,2024-03-11,126624154873.04,244,48064696523.69,118039085827.04,276,43264016898.84,90.4,3,3,False
PROJ_00427,2024-12-23,166953882293.63,471,72406503057.47,153350377523.3,393,79499513610.75,89.56,2,0,False
PROJ_00428,2025-04-14,3143430581476.07,74,1514517898074.43,3334667120347.23,94,1745844198753.32,57.03,2,3,False
PROJ_00429,2025-09-19,183799872462.34,98,58682854424.03,220601760817.8,90,65382692345.93,64.28,8,1,True
PROJ_00430,2024-12-08,7820862511.68,302,4614775514.34,8673767723.49,314,5126369219.66,52.66,4,4,True
PROJ_00431,2025-04-24,930795952987.65,228,306564256526.29,964668393049.46,291,289027648433.54,57.62,2,4,False
PROJ_00432,2023-10-07,2261999564782.01,128,1010654221982.6,2631954667443.1,151,1208215628324.33,51.26,6,2,True
PROJ_00433,2024-01-20,577039128013.94,458,286460234891.99,403927389609.75793,434,200522164424.39297,39.01,5,3,True
PROJ_00434,2023-12-14,172305465518.6,150,82128207966.0,120613825863.01999,180,57489745576.2,8.92,6,4,True
PROJ_00435,2025-09-04,229289723705.06,284,77631509920.83,160502806593.542,237,54342056944.581,1.84,5,3,True
PROJ_00436,2024-02-27,17619153245.68,266,9647199320.49,12333407271.976,268,6753039524.342999,48.53,3,3,False
PROJ_00437,2025-04-08,100121630652.53,460,31691789300.42,111522479627.9,376,37191787717.91,88.79,6,1,False
PROJ_00438,2023-11-03,218485329453.86,228,128183559626.28,286224967531.24,215,153194678892.58,77.21,7,1,True
PROJ_00439,2024-10-10,291375359709.91,183,129323017929.9,203962751796.93698,226,90526112550.93,36.73,7,1,True
PROJ_00440,2025-05-16,294220382170.06,147,100637972864.09,235376305736.05,123,112204888292.63,54.42,1,1,False
PROJ_00441,2025-04-15,716147345085.23,257,421399197293.5,777266149789.08,314,406167734184.27,59.93,4,2,False
PROJ_00442,2024-02-26,698162925247.41,427,412931888051.85,488714047673.187,413,289052321636.295,27.62,6,4,True
PROJ_00443,2024-12-11,1083835927120.09,124,559636275355.78,1398036580869.1,101,536536621487.81,65.78,8,3,True
PROJ_00444,2024-02-05,581222326474.66,290,207822991530.7,406855628532.262,327,145476094071.49,6.12,3,5,True
PROJ_00445,2023-11-09,96625334896.38,490,44715560911.26,67637734427.465996,595,31300892637.882,23.3,4,2,False
PROJ_00446,2024-08-08,167680223969.95,125,77583961602.3,117376156778.965,141,54308773121.61,14.81,1,4,False
PROJ_00447,2024-10-05,6481551927452.24,17,2376296748747.31,8162162283653.31,20,2361476013268.1,82.46,8,3,True
PROJ_00448,2023-11-07,628451031274.73,47,340447048983.14,726350331048.52,59,404617701143.24,60.25,4,1,False
PROJ_00449,2024-09-28,772243966504.69,277,268100478057.92,848784538611.22,266,291423699553.49,69.06,10,0,True
PROJ_00450,2024-04-30,17138472510.81,107,6970769061.88,11996930757.567,124,4879538343.316,21.29,6,5,True
PROJ_00451,2025-08-26,655233246007.86,78,255346888399.74,458663272205.50195,100,178742821879.818,31.66,4,2,False
PROJ_00452,2024-06-09,1006033147770.01,362,592963124042.87,704223203439.007,302,415074186830.009,7.36,5,4,True
PROJ_00453,2025-08-10,776142894561.67,152,262377572141.3,543300026193.169,158,183664300498.90997,46.19,5,4,True
PROJ_00454,2024-01-11,217619087244.7,325,83531091587.36,221130422591.97,326,79623744437.77,58.19,2,2,False
PROJ_00455,2024-09-24,417689438153.78,459,142814772982.12,292382606707.646,577,99970341087.484,9.61,5,2,False
PROJ_00456,2025-04-23,135351509783.73,121,67981552779.33,94746056848.611,152,47587086945.531,13.35,4,0,False
PROJ_00457,2024-11-17,2356524439600.04,264,1007666225580.87,1649567107720.0278,261,705366357906.609,24.72,6,4,True
PROJ_00458,2025-06-24,343106526424.79,38,191239041912.84,240174568497.35297,46,133867329338.98799,29.85,8,3,True
PROJ_00459,2024-03-04,76803791344.18,390,28094528902.9,53762653940.925995,363,19666170232.03,42.89,2,2,False
PROJ_00460,2024-05-27,111449478716.45,366,66559163079.85,78014635101.515,408,46591414155.895,24.76,6,4,True
PROJ_00461,2024-03-12,4752066915260.64,63,2069485693052.18,5578809755304.87,64,2238582897474.25,85.67,4,3,False
PROJ_00462,2024-03-27,80909541779.59,215,34252624049.52,56636679245.713,261,23976836834.663998,23.66,6,3,True
PROJ_00463,2024-11-23,446698819434.15,192,165012604949.48,312689173603.90497,213,115508823464.636,13.64,2,0,False
PROJ_00464,2023-10-23,49107217120.34,144,23567109587.28,48269649129.28,145,26489461564.38,77.65,4,2,False
PROJ_00465,2024-03-29,341026621309.39,492,113015605102.53,378190070472.44,456,131717204122.11,82.26,4,6,True
PROJ_00466,2024-09-02,38499007138.2,64,20315877124.86,26949304996.739998,74,14221113987.402,47.86,2,3,False
PROJ_00467,2024-11-22,1391402696137.1,210,701510353970.88,973981887295.97,257,491057247779.61597,12.13,4,2,False
PROJ_00468,2025-08-13,131933694518.64,151,68401684535.85,92353586163.04799,163,47881179175.09499,32.41,3,3,False
PROJ_00469,2024-06-08,165207813731.18,449,56544122343.98,192097482590.25,367,65798379021.68,62.49,6,4,True
PROJ_00470,2024-06-27,102305881312.14,333,58249841474.87,71614116918.498,269,40774889032.409,12.85,4,1,False
PROJ_00471,2024-03-09,228324832967.06,338,120382148235.34,293871043410.38,316,119714309804.11,73.17,4,7,True
PROJ_00472,2025-09-15,194319218481.48,345,73426456749.49,136023452937.036,417,51398519724.643,29.24,5,1,False
PROJ_00473,2024-01-16,176968192900.57,87,76884053342.6,218741797956.94,105,74446041616.27,63.67,8,3,True
PROJ_00474,2024-10-23,2637845476097.43,373,1299568578531.35,1846491833268.201,429,909698004971.9451,24.56,3,5,True
PROJ_00475,2023-11-06,512324586708.93,44,226182375840.67,564773205119.81,54,211885029363.22,71.1,6,2,True
PROJ_00476,2025-01-21,16474747106.21,30,9715091685.84,11532322974.346998,31,6800564180.087999,1.49,6,5,True
PROJ_00477,2024-05-12,188313125538.75,301,106941023639.44,131819187877.12498,288,74858716547.608,44.79,5,2,False
